Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,total_onboard,serious_fatal_fraction,Destroyed,Make_Model
20001214X42478,Incident,LAX83IA149A,1983-03-18,"LOS ANGELES, CA",United States,Incident,Minor,Airplane,Boeing,747,No,3+,Turbo Fan,Part 129: Foreign,Unknown,0.0,0.0,0.0,588.0,VMC,Taxi,588.0,0.0,0,Boeing 747
20001214X42331,Accident,ATL83FA140,1983-03-20,"CROSSVILLE, TN",United States,Fatal(1),Destroyed,Airplane,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,Personal,1.0,1.0,0.0,0.0,IMC,Cruise,2.0,1.0,1,Piper PA-28-140
20001214X45013,Incident,CHI84IA041,1983-11-08,"CHICAGO, IL",United States,Incident,Minor,Airplane,Boeing,727-200,No,3+,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,100.0,VMC,Taxi,100.0,0.0,0,Boeing 727-200
20001214X45188,Accident,NYC84LA028,1983-11-13,"MARTHA'S VINEYARD, MA",United States,Non-Fatal,Substantial,Airplane,Beech,C35,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,0,Beech C35
20001214X45339,Accident,LAX84LA110,1983-12-22,"SANTA ROSA ISLAND, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,180K,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,0,Cessna 180K
20001214X38957,Accident,ATL84LA120,1984-03-14,"MYRTLE BEACH, SC",United States,Non-Fatal,Substantial,Airplane,Beech,99,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,0,Beech 99
20001214X40033,Accident,MIA84LA182,1984-06-11,"FT. LAUDERDALE, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,No,2,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,Approach,4.0,0.0,0,Piper PA-23-250
20001214X40407,Accident,MKC84FA197,1984-07-03,"WRIGHT, AR",United States,Fatal(1),Destroyed,Airplane,Piper,PA-18-150,No,1,Reciprocating,Part 137: Agricultural,Aerial Application,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0,1.0,1,Piper PA-18-150
20001214X41647,Accident,MKC85LA019,1984-11-09,"JUNCTION CITY, KS",United States,Non-Fatal,Substantial,Airplane,Cessna,R172E,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1.0,0.0,0,Cessna R172E
20001214X41706,Accident,ATL85FA072,1984-12-30,"DUBLIN, VA",United States,Fatal(1),Destroyed,Airplane,Cessna,182A,No,1,Reciprocating,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0,1.0,1,Cessna 182A
20001214X35509,Accident,DEN85LA064,1985-01-14,"WAPITI, WY",United States,Non-Fatal,Destroyed,Airplane,Cessna,182Q,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,1.0,0.0,VMC,Maneuvering,2.0,0.5,1,Cessna 182Q
20001214X36510,Accident,LAX85LA257,1985-05-13,"MESA, AZ",United States,Non-Fatal,Destroyed,Airplane,Cessna,T303,No,2,Reciprocating,Part 91: General Aviation,Positioning,0.0,1.0,0.0,0.0,VMC,Approach,1.0,1.0,1,Cessna T303
20001214X36887,Accident,NYC85FA145B,1985-06-11,"BELMAR, NJ",United States,Fatal(1),Destroyed,Airplane,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,Instructional,1.0,1.0,4.0,0.0,VMC,Takeoff,6.0,0.3333333333333333,1,Cessna 152
20001214X37356,Incident,ATL85IA251,1985-08-16,"HILTON HEAD, SC",United States,Incident,Substantial,Airplane,Cessna,441,No,2,Turbo Prop,Part 91: General Aviation,Business,0.0,0.0,0.0,4.0,VMC,Landing,4.0,0.0,0,Cessna 441
20001214X37718,Accident,ATL85MA286,1985-09-29,"JENKINSBURG, GA",United States,Fatal(17),Destroyed,Airplane,Cessna,208,No,1,Turbo Prop,Part 91: General Aviation,Skydiving,17.0,0.0,0.0,0.0,VMC,Takeoff,17.0,1.0,1,Cessna 208
20001213X33306,Accident,LAX86LA166,1986-04-08,"MESA, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,No,2,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,0,Piper PA-23-250
20001213X33276,Accident,FTW86FA066B,1986-04-15,"HANKAMER, TX",United States,Fatal(2),Destroyed,Airplane,Grumman,G164A,No,1,Reciprocating,Part 137: Agricultural,Aerial Application,2.0,0.0,0.0,0.0,VMC,Other,2.0,1.0,1,Grumman G164A
20001213X33276,Accident,FTW86FA066A,1986-04-15,"HANKAMER, TX",United States,Fatal(2),Destroyed,Airplane,Grumman,G164A,No,1,Reciprocating,Part 137: Agricultural,Aerial Application,2.0,0.0,0.0,0.0,VMC,Other,2.0,1.0,1,Grumman G164A
20001213X33697,Accident,SEA86FA121B,1986-05-19,"MEAD, WA",United States,Fatal(2),Destroyed,Airplane,Cessna,TU206F,No,1,Reciprocating,Part 91: General Aviation,Skydiving,2.0,0.0,1.0,0.0,VMC,Other,3.0,0.6666666666666666,1,Cessna TU206F
20001213X33697,Accident,SEA86FA121A,1986-05-19,"MEAD, WA",United States,Fatal(2),Destroyed,Airplane,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,Instructional,2.0,0.0,1.0,0.0,VMC,Maneuvering,3.0,0.6666666666666666,1,Cessna 152
20001213X30060,Accident,DCA87MA018B,1987-01-15,"KEARNS, UT",United States,Fatal(10),Destroyed,Airplane,Mooney,M-20C,No,1,Reciprocating,Part 91: General Aviation,Instructional,10.0,0.0,0.0,0.0,VMC,Maneuvering,10.0,1.0,1,Mooney M-20C
20001213X30820,Accident,SEA87LA072,1987-04-02,"JEAN, NV",United States,Non-Fatal,Substantial,Airplane,Piper,PA 16,No,Unknown,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,0,Piper PA 16
20001213X25245,Accident,DCA88WA048,1988-03-27,"OXFORD, United Kingdom",United Kingdom,Fatal(1),Destroyed,Airplane,Piper,PA-38,No,Unknown,Unknown,"Non-U.S., Non-Commercial",Instructional,1.0,0.0,0.0,0.0,Unknown,Unknown,1.0,1.0,1,Piper PA-38
20001213X25425,Accident,CHI88FA091,1988-04-05,"ST. PAUL, MN",United States,Non-Fatal,Substantial,Airplane,Beech,B90,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,5.0,IMC,Cruise,5.0,0.0,0,Beech B90
20001213X25661,Incident,DCA88IA056,1988-05-02,"NR TOKYO, Japan",Japan,Incident,Minor,Airplane,Boeing,747-123,No,3+,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,258.0,VMC,Cruise,258.0,0.0,0,Boeing 747-123
20001213X26456,Accident,BFO88LA070,1988-08-01,"SELBYVILLE, DE",United States,Non-Fatal,Substantial,Airplane,Cessna,150K,No,1,Reciprocating,Part 91: General Aviation,Unknown,0.0,0.0,0.0,1.0,VMC,Maneuvering,1.0,0.0,0,Cessna 150K
20001213X26459,Accident,BFO88LA073,1988-08-07,"RACINE, WV",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,1,Reciprocating,Part 91: General Aviation,Other,0.0,0.0,1.0,0.0,VMC,Cruise,1.0,0.0,0,Piper PA-28-180
20001213X27392,Accident,CHI89FA035,1988-12-24,"MADISON, IN",United States,Fatal(2),Destroyed,Airplane,Cessna,310R,No,2,Reciprocating,Part 91: General Aviation,Positioning,2.0,0.0,0.0,0.0,VMC,Approach,2.0,1.0,1,Cessna 310R
20001213X28167,Accident,MKC89FA099,1989-04-27,"AINSWORTH, NE",United States,Fatal(3),Destroyed,Airplane,Maule,M-5,No,1,Reciprocating,Part 91: General Aviation,Other,3.0,0.0,0.0,0.0,IMC,Other,3.0,1.0,1,Maule M-5
20001213X28620,Accident,MIA89LA175,1989-06-15,"MIRAMAR, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,210L,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,3.0,0.0,VMC,Approach,3.0,0.0,0,Cessna 210L
20001213X28927,Accident,MKC89LA151,1989-07-03,"MORRILTON, AR",United States,Non-Fatal,Substantial,Airplane,Piper,"J3 ""CUB""",No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,0.0,0,"Piper J3 ""CUB"""
20001213X28948,Accident,NYC89FA177B,1989-07-30,"SALISBURY TWP, PA",United States,Fatal(7),Destroyed,Airplane,Cessna,182B,No,1,Reciprocating,Part 91: General Aviation,Other,7.0,0.0,0.0,0.0,VMC,Other,7.0,1.0,1,Cessna 182B
20001213X28948,Accident,NYC89FA177A,1989-07-30,"SALISBURY TWP, PA",United States,Fatal(7),Destroyed,Airplane,Beech,A36,No,1,Reciprocating,Part 91: General Aviation,Skydiving,7.0,0.0,0.0,0.0,VMC,Approach,7.0,1.0,1,Beech A36
20001213X28746,Accident,BFO89LA066,1989-07-30,"WILLIAMSBURG, VA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,Landing,4.0,0.0,0,Piper PA-32-300
20001213X29904,Accident,ATL90FA040A,1989-12-17,"CINCINNATI, OH",United States,Fatal(1),Substantial,Airplane,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,Unknown,1.0,0.0,1.0,1.0,VMC,Maneuvering,3.0,0.3333333333333333,0,Cessna 182
20001212X22492,Accident,NYC90LA058,1990-01-28,"ROXBURY, ME",United States,Non-Fatal,Destroyed,Airplane,Taylorcraft,BC12D,No,1,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,1,Taylorcraft BC12D
20001212X22480,Accident,NYC90FA061,1990-01-29,"WILLISTON, VT",United States,Fatal(2),Destroyed,Airplane,Cessna,208B,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,2.0,0.0,0.0,0.0,IMC,Takeoff,2.0,1.0,1,Cessna 208B
20001212X22619,Accident,NYC90FA063,1990-02-01,"FAIRFIELD, CT",United States,Fatal(1),Destroyed,Airplane,Piper,PA-28-181,No,1,Reciprocating,Part 91: General Aviation,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0,1.0,1,Piper PA-28-181
20001212X22649,Accident,ANC90LA043,1990-03-16,"SULATNA CROSS, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,0,Cessna 170B
20001212X22846,Accident,ATL90FA095B,1990-04-09,"GADSDEN, AL",United States,Fatal(2),Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,Unknown,2.0,0.0,0.0,7.0,VMC,Cruise,9.0,0.2222222222222222,1,Cessna 172
20001212X22846,Accident,ATL90FA095A,1990-04-09,"GADSDEN, AL",United States,Fatal(2),Substantial,Airplane,Embraer,EMB-120,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,2.0,0.0,0.0,7.0,VMC,Cruise,9.0,0.2222222222222222,0,Embraer EMB-120
20001212X22966,Accident,MIA90FA105,1990-04-16,"FORT LAUDERDALE, FL",United States,Non-Fatal,Substantial,Airplane,Embraer,EMB-110,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,8.0,VMC,Taxi,8.0,0.0,0,Embraer EMB-110
20001212X22992,Accident,MKC90LA087,1990-04-17,"SALINA, KS",United States,Non-Fatal,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,2.0,0.0,0,Cessna 150
20001212X22890,Accident,DCA90WA430,1990-04-30,"MOOSONEE, Canada",Canada,Fatal(1),Destroyed,Airplane,Beech,C99 AIRLINER,No,2,Unknown,Part 129: Foreign,Unknown,1.0,3.0,0.0,0.0,Unknown,Unknown,4.0,1.0,1,Beech C99 AIRLINER
20001212X23574,Accident,ANC90LA112,1990-07-05,"COLDFOOT, AK",United States,Fatal(1),Destroyed,Airplane,Piper,PA-28-180,No,1,Reciprocating,Part 91: General Aviation,Business,1.0,1.0,0.0,0.0,VMC,Other,2.0,1.0,1,Piper PA-28-180
20001212X23773,Accident,MKC90LA146,1990-07-12,"WICHITA, KS",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,2.0,0.0,VMC,Other,2.0,0.0,0,Piper PA-28-140
20001212X24345,Accident,NYC90FA220,1990-09-14,"PLAIN CITY, OH",United States,Fatal(2),Destroyed,Airplane,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,Personal,2.0,0.0,0.0,0.0,IMC,Takeoff,2.0,1.0,1,Cessna 152
20001212X24349,Accident,NYC90FA227,1990-09-23,"ELIOT, ME",United States,Fatal(4),Destroyed,Airplane,Piper,PA-24-260,No,1,Reciprocating,Part 91: General Aviation,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,4.0,1.0,1,Piper PA-24-260
20001212X24393,Accident,ANC91LA002,1990-10-06,"KOYUKTOLIK, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185B,No,1,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,0,Cessna 185B
20001212X24604,Accident,DEN91LA018,1990-11-07,"ABILENE, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,No,2,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,IMC,Other,3.0,0.0,0,Piper PA-23-250
20001212X24613,Accident,FTW91FA017,1990-11-23,"ENGLAND, AR",United States,Fatal(1),Destroyed,Airplane,Beech,B55,No,2,Reciprocating,Part 91: General Aviation,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0,1.0,1,Beech B55
20001212X24824,Accident,SEA91LA034,1990-12-15,"SNOHOMISH, WA",United States,Fatal(1),Substantial,Airplane,Beech,D50C,No,2,Reciprocating,Part 91: General Aviation,Skydiving,1.0,0.0,1.0,4.0,VMC,Cruise,6.0,0.16666666666666666,0,Beech D50C
20001212X24816,Accident,SEA91FA038,1990-12-31,"ESTACADA, OR",United States,Fatal(2),Substantial,Airplane,Cessna,182B,No,1,Reciprocating,Part 91: General Aviation,Skydiving,2.0,1.0,1.0,0.0,VMC,Takeoff,4.0,0.75,0,Cessna 182B
20001212X16387,Accident,SEA91TA03,1991-01-25,"PINEDALE, WY",United States,Non-Fatal,Substantial,Airplane,Piper,PA-34,No,Unknown,Unknown,Public Aircraft,Other,0.0,0.0,0.0,1.0,Unknown,Landing,1.0,0.0,0,Piper PA-34
20001212X16418,Accident,CHI91FA088B,1991-02-03,"OSCEOLA, WI",United States,Fatal(7),Destroyed,Airplane,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,Skydiving,7.0,0.0,0.0,0.0,VMC,Other,7.0,1.0,1,Cessna 182
20001212X16418,Accident,CHI91FA088A,1991-02-03,"OSCEOLA, WI",United States,Fatal(7),Destroyed,Airplane,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,Instructional,7.0,0.0,0.0,0.0,VMC,Approach,7.0,1.0,1,Piper PA-28-140
20001212X16415,Accident,CHI91DCJ01,1991-02-24,"WESTERN, NE",United States,Fatal(1),Destroyed,Airplane,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,1.0,1.0,1,Cessna 172N
20001212X16539,Accident,ATL91FA067,1991-03-18,"HAMILTON, NC",United States,Fatal(2),Destroyed,Airplane,Piper,PA-28-201T,No,1,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,IMC,Cruise,2.0,1.0,1,Piper PA-28-201T
20001212X17360,Incident,NYC91IA137,1991-06-06,"BOSTON, MA",United States,Incident,Minor,Airplane,Boeing,727-214,No,3+,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,156.0,VMC,Takeoff,156.0,0.0,0,Boeing 727-214
20001212X17597,Accident,LAX91LA306,1991-07-11,"WAILUA, HI",United States,Fatal(1),Substantial,Airplane,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,4.0,VMC,Cruise,5.0,0.2,0,Cessna 182
20001212X17738,Accident,ANC91LA117,1991-08-07,"SEWARD, AK",United States,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,1.0,VMC,Maneuvering,2.0,0.0,0,Bellanca 7GCBC
20001212X17742,Accident,ANC91LA121,1991-08-09,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,0,Piper PA-18
20001212X18014,Accident,ANC91LA155,1991-09-19,"EAGLE, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,0,Piper PA-18-150
20001212X18289,Accident,FTW92FA014,1991-10-27,"MARBLE FALLS, TX",United States,Fatal(2),Destroyed,Airplane,Beech,A36,No,1,Reciprocating,Part 91: General Aviation,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0,1.0,1,Beech A36
20001212X18454,Accident,FTW92LA028,1991-11-29,"LAS CRUCES, NM",United States,Non-Fatal,Substantial,Airplane,Cessna,120,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,0,Cessna 120
20001212X18531,Accident,ANC92FA083,1991-12-13,"NINILCHIK, AK",United States,Fatal(1),Destroyed,Airplane,Piper,"PA-31T3, T1040",No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,1.0,0.0,0.0,0.0,IMC,Cruise,1.0,1.0,1,"Piper PA-31T3, T1040"
20001212X18613,Accident,LAX92FA065,1991-12-20,"FLAGSTAFF, AZ",United States,Fatal(2),Destroyed,Airplane,Beech,58P,No,2,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,IMC,Approach,2.0,1.0,1,Beech 58P
20001211X14468,Accident,LAX92MA183,1992-04-22,"PERRIS, CA",United States,Fatal(16),Destroyed,Airplane,De Havilland,DHC-6-200,No,2,Turbo Prop,Part 91: General Aviation,Skydiving,16.0,6.0,0.0,0.0,VMC,Takeoff,22.0,1.0,1,De Havilland DHC-6-200
20001211X15678,Accident,DCA92MA048,1992-09-07,"HINCKLEY, IL",United States,Fatal(12),Destroyed,Airplane,Beech,C-45H,No,2,Reciprocating,Part 91: General Aviation,Skydiving,12.0,0.0,0.0,0.0,VMC,Takeoff,12.0,1.0,1,Beech C-45H
20001211X16223,Accident,NYC93LA041,1992-12-13,"LONDONDERRY, NH",United States,Non-Fatal,Substantial,Airplane,Cessna,T210,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1.0,0.0,0,Cessna T210
20001211X16199,Accident,LAX93WA090,1992-12-29,"LORETO, MEXICO",Mexico,Non-Fatal,Substantial,Airplane,Piper,PA-34-200,No,Unknown,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-34-200
20001211X12054,Accident,ANC93FA054,1993-04-23,"KASHWITNA, AK",United States,Fatal(2),Destroyed,Airplane,Piper,PA-18-150,No,1,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0,1.0,1,Piper PA-18-150
20001211X13214,Accident,NYC93FA154,1993-08-14,"EAST MORICHES, NY",United States,Fatal(1),Destroyed,Airplane,Cessna,182A,No,1,Reciprocating,Part 91: General Aviation,Skydiving,1.0,4.0,0.0,0.0,VMC,Takeoff,5.0,1.0,1,Cessna 182A
20001211X13180,Accident,LAX93LA329,1993-08-18,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Destroyed,Airplane,Piper,PA-34-220,No,1,Reciprocating,Part 91: General Aviation,Other,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,0.0,1,Piper PA-34-220
20001211X13402,Accident,FTW93LA257,1993-09-04,"FENTRESS, TX",United States,Fatal(1),Minor,Airplane,Beech,C-45H,No,2,Reciprocating,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,10.0,VMC,Cruise,11.0,0.09090909090909091,0,Beech C-45H
20001211X13354,Accident,BFO93LA184,1993-09-25,"EMPORIA, VA",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,Other,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,0,Cessna 172
20001211X13771,Accident,LAX94WA053,1993-11-13,"MULEGE, MEXICO",Mexico,Non-Fatal,Substantial,Airplane,Piper,PA-32R-300,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,3.0,1.0,VMC,Unknown,5.0,0.2,0,Piper PA-32R-300
20001211X13695,Accident,BFO94FA021,1993-11-28,"BUTLER, PA",United States,Fatal(1),Destroyed,Airplane,Piper,PA32R-301,No,1,Reciprocating,Part 91: General Aviation,Personal,1.0,0.0,0.0,0.0,IMC,Approach,1.0,1.0,1,Piper PA32R-301
20001211X13814,Accident,ANC94LA026,1993-12-12,"PORT LIONS, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32,No,1,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,5.0,VMC,Landing,5.0,0.0,0,Piper PA-32
20001206X00618,Accident,FTW94FA060B,1994-01-02,"PEARLAND, TX",United States,Fatal(5),Destroyed,Airplane,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,Instructional,5.0,0.0,0.0,0.0,VMC,Approach,5.0,1.0,1,Cessna 172N
20001206X00742,Accident,DCA94WA036,1994-02-22,"ROSKILDE, DENMARK",Denmark,Non-Fatal,Substantial,Airplane,Beech,2000 (STARSHIP),No,Unknown,Unknown,"Non-U.S., Non-Commercial",Business,0.0,0.0,0.0,6.0,Unknown,Unknown,6.0,0.0,0,Beech 2000 (STARSHIP)
20001206X01822,Accident,NYC94FA128,1994-07-16,"TREMONT CITY, OH",United States,Fatal(4),Destroyed,Airplane,Cessna,K172R,No,1,Reciprocating,Part 91: General Aviation,Skydiving,4.0,0.0,0.0,0.0,VMC,Takeoff,4.0,1.0,1,Cessna K172R
20001206X02019,Accident,CHI94LA298,1994-08-25,"CENTRALIA, IL",United States,Non-Fatal,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1.0,0.0,0,Cessna 150
20001206X01926,Accident,ANC94LA126,1994-08-31,"CAPE SABINE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,208,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,0,Cessna 208
20001206X02310,Accident,LAX94WA373,1994-09-14,"PRINCE GEORGE, CANADA",Canada,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Unknown,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-28-140
20001206X02325,Accident,MIA94WA215,1994-09-20,"LONG ISLAND, BAHAMAS",Bahamas,Non-Fatal,Substantial,Airplane,Piper,PA32R-301T,No,Unknown,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,6.0,VMC,Unknown,6.0,0.0,0,Piper PA32R-301T
20001206X02234,Accident,DCA94WA077,1994-09-23,"WESTMAN ISLES, Iceland",Iceland,Fatal(2),Destroyed,Airplane,Aero Commander,500S,No,Unknown,Unknown,"Non-U.S., Commercial",Unknown,2.0,0.0,0.0,0.0,Unknown,Unknown,2.0,1.0,1,Aero Commander 500S
20001206X02621,Accident,LAX95WA056,1994-11-18,"TRIPUI, MEXICO",Mexico,Non-Fatal,Substantial,Airplane,Piper,PA-32R-300,No,Unknown,Unknown,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,0.0,0,Piper PA-32R-300
20001206X02737,Accident,LAX95FA062,1994-12-27,"HOLTVILLE, CA",United States,Fatal(2),Destroyed,Airplane,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,Business,2.0,0.0,0.0,0.0,VMC,Go-around,2.0,1.0,1,Piper PA-28-140
20001206X02711,Accident,DCA95WA012,1994-12-29,"VAN, Turkey",Turkey,Fatal(54),Destroyed,Airplane,Boeing,737-400,No,Unknown,Unknown,"Non-U.S., Commercial",Unknown,54.0,21.0,0.0,0.0,IMC,Unknown,75.0,1.0,1,Boeing 737-400
20001207X03179,Accident,NYC95LA070,1995-03-11,"WILMINGTON, OH",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,2.0,0.0,0,Piper PA-28RT-201
20001207X03370,Accident,NYC95LA093,1995-04-24,"BANGOR, ME",United States,Non-Fatal,Substantial,Airplane,Cessna,185,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,0,Cessna 185
20001207X03480,Accident,FTW95WA227,1995-05-06,"SOTO CANO, HONDURAS",Honduras,Non-Fatal,Substantial,Airplane,Cessna,550,No,2,Turbo Fan,"Non-U.S., Non-Commercial",Other,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,0.0,0,Cessna 550
20001207X03526,Incident,NYC95IA114B,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,Boeing,737-500,No,2,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,288.0,VMC,Taxi,288.0,0.0,0,Boeing 737-500
20001207X03526,Incident,NYC95IA114A,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,Boeing,767-383ER,No,2,Turbo Fan,Part 129: Foreign,Unknown,0.0,0.0,0.0,288.0,VMC,Taxi,288.0,0.0,0,Boeing 767-383ER
20001207X04585,Accident,NYC95MA220,1995-09-10,"WEST POINT, VA",United States,Fatal(12),Destroyed,Airplane,Beech,65,No,2,Reciprocating,Part 91: General Aviation,Skydiving,12.0,0.0,0.0,0.0,VMC,Takeoff,12.0,1.0,1,Beech 65
20001207X04563,Accident,MIA95WA232,1995-09-15,"BOGOTA, COLOMBIA",Colombia,Non-Fatal,Substantial,Airplane,Ayres,AY-65,No,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Ayres AY-65
20001207X04527,Accident,LAX95LA335,1995-09-15,"BAKERSFIELD, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,0.0,0,Piper PA-18-150
