Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,total_onboard,serious_fatal_fraction,Destroyed,Make_Model
20130509X84633,Accident,CEN13LA265,2013-05-08,"Lyons, KS",United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT-301,No,1,Reciprocating,137,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Air Tractor Inc AT-301
20130520X00903,Accident,WPR13LA238,2013-05-08,"Bakersfield, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,310R,No,2,Reciprocating,091,Other,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 310R
20130509X70449,Accident,CEN13FA269,2013-05-09,"Fredericksburg, TX",United States,Fatal,Destroyed,Airplane,Cessna,182T,No,1,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,IMC,Unknown,2.0,1.0,1,Cessna 182T
20130510X75851,Accident,ERA13CA234,2013-05-09,"Selma, NC",United States,Non-Fatal,Substantial,Airplane,Piper,J3C-65,No,1,Reciprocating,091,Instructional,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Piper J3C-65
20130510X84529,Accident,ERA13CA235,2013-05-09,"Jacksonville, NC",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-28-140
20130513X11147,Accident,ERA13LA239,2013-05-09,"Clewiston, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,182G,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 182G
20130513X13436,Accident,CEN13CA272,2013-05-09,"Thief River Falls, MN",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172M
20130517X43218,Accident,CEN13LA283,2013-05-09,"Winnie, TX",United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT-302,No,Unknown,Reciprocating,091,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Air Tractor Inc AT-302
20130510X43640,Accident,WPR13CA225,2013-05-10,"Newcastle, WY",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172N
20130511X04905,Incident,WPR13IA226,2013-05-10,"Phoenix, AZ",United States,Non-Fatal,Minor,Airplane,Boeing,737-7H4,No,2,Turbo Fan,121,Unknown,0.0,0.0,0.0,59.0,VMC,Unknown,59.0,0.0,0,Boeing 737-7H4
20130513X12857,Accident,ERA13CA240,2013-05-11,"Loxahatchee, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-44-180T,No,2,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-44-180T
20130514X34055,Accident,CEN13CA277,2013-05-11,"Groesbeck, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,140,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 140
20130521X44138,Accident,CEN13CA290,2013-05-12,"Pella, IA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-160,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-22-160
20130513X54235,Accident,ERA13LA241,2013-05-13,"Southwick, MA",United States,Non-Fatal,Substantial,Airplane,Cessna,182E,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 182E
20130515X01025,Accident,CEN13CA279,2013-05-13,"Meriden, KS",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Piper PA-28-140
20130515X40143,Accident,ERA13CA244,2013-05-13,"Roxboro, NC",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 170B
20130515X52155,Accident,ANC13CA045,2013-05-13,"Nikiski, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18A,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-18A
20130515X63932,Accident,CEN13LA280,2013-05-14,"Galena, KS",United States,Non-Fatal,Substantial,Airplane,Piper,PA-36-285,No,1,Reciprocating,137,Aerial Application,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Piper PA-36-285
20130520X11222,Accident,ERA13CA246,2013-05-14,"Oxford, NC",United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 152
20130520X72853,Accident,CEN13CA289,2013-05-14,"Ankeny, IA",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172S
20130529X24026,Accident,WPR13CA246,2013-05-14,"Friday Harbor, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,U206G,No,1,Reciprocating,135,Unknown,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,0.0,0,Cessna U206G
20130515X13500,Accident,WPR13CA231,2013-05-15,"Carson City, NV",United States,Non-Fatal,Substantial,Airplane,Cessna,182P,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,0.0,0,Cessna 182P
20130515X44256,Accident,WPR13LA230,2013-05-15,"Pine Bluffs, WY",United States,Non-Fatal,Substantial,Airplane,Cessna,T188C,No,1,Reciprocating,091,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna T188C
20130516X72141,Accident,WPR13CA232,2013-05-16,"San Carlos, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,195A,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 195A
20130516X72237,Accident,CEN13CA282,2013-05-16,"Abbeville, LA",United States,Non-Fatal,Substantial,Airplane,Cessna,172RG,No,1,Reciprocating,091,Other,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172RG
20130516X73436,Accident,WPR13FA234,2013-05-16,"Floriston, CA",United States,Fatal,Destroyed,Airplane,Cessna,421C,No,2,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,1.0,1,Cessna 421C
20130517X84756,Accident,CEN13CA284,2013-05-17,"Cambridge, MN",United States,Non-Fatal,Substantial,Airplane,Stinson,108-1,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Stinson 108-1
20130520X30510,Accident,ERA13CA247,2013-05-17,"East Moriches, NY",United States,Non-Fatal,Substantial,Airplane,Cessna,182D,No,1,Reciprocating,091,Skydiving,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,0.0,0,Cessna 182D
20130520X10629,Accident,CEN13LA286,2013-05-18,"Fremont, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,182C,No,1,Reciprocating,091,Skydiving,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 182C
20130520X20022,Accident,CEN13LA287,2013-05-18,"Oskaloosa, IA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,091,Personal,0.0,3.0,0.0,0.0,VMC,Unknown,3.0,1.0,0,Piper PA-28-161
20130529X40730,Accident,WPR13LA247,2013-05-18,"Wenatchee, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,210-5A,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,0.0,0,Cessna 210-5A
20130519X61317,Accident,WPR13FA236,2013-05-19,"Auburn, CA",United States,Fatal,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Cessna 170B
20130520X11307,Accident,WPR13LA237,2013-05-19,"Chandler, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,0.0,0,Piper PA-32R-301T
20130520X32029,Accident,CEN13WA288,2013-05-19,"Gwynedd, Wales, United Kingdom",United Kingdom,Fatal,Substantial,Airplane,Piper,PA-28-140,No,Unknown,Unknown,NUSN,Unknown,1.0,0.0,2.0,0.0,Unknown,Unknown,3.0,0.3333333333333333,0,Piper PA-28-140
20130521X80055,Accident,ANC13LA048,2013-05-19,"Juneau, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-16,No,1,Reciprocating,091,Personal,0.0,1.0,0.0,1.0,VMC,Unknown,2.0,0.5,0,Piper PA-16
20130521X80914,Accident,ANC13LA049,2013-05-19,"Big Lake, AK",United States,Non-Fatal,Substantial,Airplane,Maule,M-6-235,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Maule M-6-235
20130524X83830,Incident,ENG13IA027,2013-05-19,"Atlanta, GA",United States,Non-Fatal,Minor,Airplane,Boeing,747,No,3+,Turbo Fan,129,Unknown,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,0.0,0,Boeing 747
20130618X65425,Incident,CEN13IA355,2013-05-21,"Lapeer, MI",United States,Non-Fatal,Minor,Airplane,Rockwell International,114,No,1,Reciprocating,091,Other,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Rockwell International 114
20130523X25530,Accident,CEN13LA291,2013-05-22,"Englewood, CO",United States,Non-Fatal,Substantial,Airplane,Diamond Aircraft Ind Inc,DA 20-C1,No,1,Reciprocating,091,Instructional,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Diamond Aircraft Ind Inc DA 20-C1
20130523X53355,Accident,CEN13CA292,2013-05-22,"Erie, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,162,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 162
20130909X11748,Accident,ERA13WA403,2013-05-22,"Dajabon, Las Americas",Dominican Republic,Non-Fatal,Substantial,Airplane,Cessna,A188B,No,Unknown,Unknown,NUSN,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna A188B
20130523X61221,Accident,ERA13LA252,2013-05-23,"Atlanta, GA",United States,Non-Fatal,Substantial,Airplane,Beech,A36,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,0.0,0,Beech A36
20130524X31547,Accident,CEN13LA293,2013-05-23,"Longview, TX",United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT-602,No,1,Turbo Prop,137,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Air Tractor Inc AT-602
20130524X33323,Accident,WPR13CA241,2013-05-23,"Truckee, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172M
20130529X10741,Accident,CEN13LA305,2013-05-23,"Beaumont, TX",United States,Non-Fatal,Substantial,Airplane,Stinson,108-3,No,1,Reciprocating,091,Business,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Stinson 108-3
20130529X35908,Accident,ERA13LA257,2013-05-23,"Greenwood, MS",United States,Non-Fatal,Substantial,Airplane,Cessna,180J,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 180J
20130530X05923,Accident,CEN13CA306,2013-05-23,"Danville, IN",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 170B
20130529X13403,Accident,CEN13WA300,2013-05-23,"Babia Gora, Poland",Poland,Fatal,Destroyed,Airplane,Piper,PA-34,No,Unknown,Unknown,NUSN,Personal,3.0,0.0,0.0,0.0,Unknown,Unknown,3.0,1.0,1,Piper PA-34
20130524X84708,Accident,ERA13FA253,2013-05-24,"Johnstown, NY",United States,Fatal,Destroyed,Airplane,Piper,PA-34-200T,No,2,Reciprocating,091,Personal,3.0,0.0,0.0,0.0,IMC,Unknown,3.0,1.0,1,Piper PA-34-200T
20130529X53738,Accident,WPR13LA248,2013-05-24,"Wheatland, WY",United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT-301,No,1,Reciprocating,137,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Air Tractor Inc AT-301
20130526X12351,Accident,WPR13CA242,2013-05-25,"Alpine, WY",United States,Non-Fatal,Substantial,Airplane,Cessna,182R,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 182R
20130605X81025,Accident,CEN13CA319,2013-05-25,"Emporia, KS",United States,Non-Fatal,Substantial,Airplane,Cessna,TR182,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna TR182
20130529X61546,Accident,WPR13CA249,2013-05-26,"Kernville, CA",United States,Non-Fatal,Substantial,Airplane,Beech,V35B,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Beech V35B
20130527X93911,Accident,ERA13FA256,2013-05-27,"Macon, GA",United States,Fatal,Destroyed,Airplane,Piper,PA-32R-300,No,1,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,1.0,1,Piper PA-32R-300
20130529X30416,Accident,CEN13WA301,2013-05-27,"Wolfsbehringen, Germany",Germany,Fatal,Substantial,Airplane,Piper,PA-39,No,2,Reciprocating,NUSN,Personal,1.0,0.0,0.0,0.0,Unknown,Unknown,1.0,1.0,0,Piper PA-39
20130528X22514,Accident,WPR13CA245,2013-05-28,"Page, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,No,2,Reciprocating,091,Personal,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,0.0,0,Piper PA-31-350
20130528X64403,Accident,WPR13FA244,2013-05-28,"Mountainaire, AZ",United States,Fatal,Destroyed,Airplane,Raytheon Aircraft Company,A36,No,1,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,2.0,1.0,1,Raytheon Aircraft Company A36
20130530X14133,Accident,CEN13WA307,2013-05-29,"Gap Aerodrome, France",France,Fatal,Destroyed,Airplane,Piper,PA-28RT-201T,No,1,Reciprocating,NUSN,Personal,1.0,0.0,0.0,0.0,Unknown,Unknown,1.0,1.0,1,Piper PA-28RT-201T
20130531X10043,Accident,ERA13LA262,2013-05-30,"Brevard, NC",United States,Non-Fatal,Substantial,Airplane,Cessna,182P,No,1,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cessna 182P
20130531X85634,Accident,ERA13CA260,2013-05-30,"Ellenville, NY",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,091,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Piper PA-28-140
20130604X45342,Accident,ANC13CA053,2013-05-30,"King Salmon, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,U206G,No,1,Reciprocating,135,Unknown,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,0.0,0,Cessna U206G
20130711X61007,Accident,CEN13WA405,2013-05-30,"Lagunillas, Jalisco, Mexico",Mexico,Fatal,Substantial,Airplane,Piper,PA-32R-301T,No,1,Reciprocating,NUSN,Personal,1.0,0.0,4.0,0.0,Unknown,Unknown,5.0,0.2,0,Piper PA-32R-301T
20130530X21604,Accident,WPR13CA252,2013-05-31,"Eatonville, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172A,No,1,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Cessna 172A
20130531X00049,Accident,ERA13LA258,2013-05-31,"Herndon, VA",United States,Non-Fatal,Substantial,Airplane,Cessna,177B,No,1,Reciprocating,091,Other,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Cessna 177B
20130531X12801,Accident,WPR13CA255,2013-05-31,"San Martin, CA",United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Bellanca 7ECA
20130531X43432,Accident,WPR13FA254,2013-05-31,"Anthem, AZ",United States,Fatal,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,091,Instructional,4.0,0.0,0.0,0.0,VMC,Unknown,4.0,1.0,0,Piper PA-28-181
20130531X45544,Accident,ERA13FA259,2013-05-31,"Linden, NJ",United States,Fatal,Substantial,Airplane,Diamond Aircraft Ind Inc,DA 20-C1,No,1,Reciprocating,091,Instructional,1.0,0.0,1.0,0.0,VMC,Unknown,2.0,0.5,0,Diamond Aircraft Ind Inc DA 20-C1
20130604X12620,Accident,ERA13CA265,2013-05-31,"Concord, NH",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 180
20130604X13521,Accident,ERA13CA266,2013-05-31,"Millinocket, ME",United States,Non-Fatal,Substantial,Airplane,Cessna,172L,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 172L
20130604X22252,Accident,ANC13CA052,2013-05-31,"Fairbanks, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,U206A,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna U206A
20130606X93711,Accident,CEN13WA320,2013-05-31,"Cochenour, Canada",Canada,Fatal,Substantial,Airplane,Beech,3N,No,Unknown,Unknown,NUSN,Unknown,2.0,0.0,0.0,0.0,Unknown,Unknown,2.0,1.0,0,Beech 3N
20130612X02423,Accident,ERA13CA280,2013-05-31,"Hollywood, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-260,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-25-260
20130604X81825,Accident,WPR13CA261,2013-06-01,"La Grande, OR",United States,Non-Fatal,Substantial,Airplane,Beech,A23-24,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,0.0,0,Beech A23-24
20130605X03516,Accident,ERA13LA268,2013-06-01,"Fredericksburg, PA",United States,Non-Fatal,Substantial,Airplane,Maule,M-4-220C,No,1,Reciprocating,091,Personal,0.0,1.0,0.0,1.0,VMC,Unknown,2.0,0.5,0,Maule M-4-220C
20130606X60930,Accident,CEN13LA323,2013-06-01,"Hamlin, TX",United States,Non-Fatal,Substantial,Airplane,Rockwell International,S-2R,No,1,Turbo Prop,137,Aerial Application,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Rockwell International S-2R
20130610X04343,Accident,CEN13LA330,2013-06-01,"Sturgeon Bay, WI",United States,Non-Fatal,Substantial,Airplane,Cessna,TP206B,No,1,Reciprocating,091,Skydiving,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna TP206B
20130603X31523,Accident,WPR13CA257,2013-06-02,"Bridgeport, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,182P,No,1,Reciprocating,091,Personal,0.0,3.0,1.0,0.0,VMC,Unknown,4.0,0.75,0,Cessna 182P
20130703X62845,Accident,CEN13WA392,2013-06-02,"Ixchiguan, Guatemala",Guatemala,Fatal,Destroyed,Airplane,Cessna,T210,No,Unknown,Unknown,NUSN,Unknown,6.0,0.0,0.0,0.0,Unknown,Unknown,6.0,1.0,1,Cessna T210
20130611X94913,Accident,ERA13CA278,2013-06-03,"West Palm Beach, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-46-500TP,No,1,Turbo Prop,091,Personal,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,0.0,0,Piper PA-46-500TP
20130604X24846,Accident,WPR13LA262,2013-06-04,"Burlington, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-28-140
20130605X05155,Accident,ERA13LA269,2013-06-04,"Elkton, KY",United States,Non-Fatal,Substantial,Airplane,Stinson,108,No,1,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Stinson 108
20130605X32343,Accident,ANC13FA054,2013-06-04,"Petersburg, AK",United States,Fatal,Substantial,Airplane,Dehavilland,BEAVER DHC-2 MK.1,No,1,Reciprocating,135,Unknown,1.0,4.0,2.0,0.0,VMC,Unknown,7.0,0.7142857142857143,0,Dehavilland BEAVER DHC-2 MK.1
20130605X93507,Accident,CEN13CA317,2013-06-04,"Lebanon, IN",United States,Non-Fatal,Substantial,Airplane,Stinson,108,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Stinson 108
20130605X25202,Accident,ERA13LA270,2013-06-05,"Cuttyhunk, MA",United States,Fatal,Substantial,Airplane,Maule,BEE DEE M-4-210,No,1,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Maule BEE DEE M-4-210
20140410X83759,Accident,ANC13CA109,2013-06-05,"Glennallen, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA 16,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA 16
20130606X73545,Accident,CEN13LA322,2013-06-06,"Covington, OK",United States,Non-Fatal,Substantial,Airplane,Grumman Acft Eng Cor-Schweizer,G-164B,No,1,Reciprocating,137,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Grumman Acft Eng Cor-Schweizer G-164B
20130610X25643,Accident,CEN13CA333,2013-06-06,"Pontiac, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 172P
20130709X80147,Accident,CEN13WA404,2013-06-06,"Gloucestershire, United Kingdom",United Kingdom,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR22 GTS G3,No,1,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,Unknown,Unknown,1.0,1.0,0,Cirrus Design Corp SR22 GTS G3
20130610X93337,Accident,CEN13WA328,2013-06-07,"Micoxtla, Mexico",Mexico,Fatal,Destroyed,Airplane,Cessna,182R,No,1,Reciprocating,NUSN,Personal,2.0,0.0,0.0,0.0,Unknown,Unknown,2.0,1.0,1,Cessna 182R
20130610X93351,Accident,WPR13LA267,2013-06-07,"Chiloquin, OR",United States,Non-Fatal,Substantial,Airplane,Cessna,T210L,No,1,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,VMC,Unknown,2.0,1.0,0,Cessna T210L
20130613X02053,Accident,CEN13CA345,2013-06-07,"Minot, ND",United States,Non-Fatal,Substantial,Airplane,Cessna,140,No,1,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cessna 140
20130618X82507,Accident,WPR13CA278,2013-06-07,"Nervino, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 180
20130627X54713,Accident,ERA13WA306,2013-06-07,"Envira, Brazil",Brazil,Fatal,Substantial,Airplane,Piper,PA34,No,2,Reciprocating,NUSN,Unknown,1.0,5.0,1.0,0.0,Unknown,Unknown,7.0,0.8571428571428571,0,Piper PA34
20130708X40148,Incident,DCA13WA123,2013-06-07,"Shanghai, China",China,Non-Fatal,Minor,Airplane,Embraer,145,No,Unknown,Unknown,NUSC,Unknown,0.0,0.0,0.0,49.0,Unknown,Unknown,49.0,0.0,0,Embraer 145
20130608X41116,Accident,ERA13FA275,2013-06-08,"Boynton Beach, FL",United States,Fatal,Destroyed,Airplane,Cessna,340A,No,2,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,IMC,Unknown,1.0,1.0,1,Cessna 340A
20130608X61221,Accident,CEN13FA327,2013-06-08,"Mosca, CO",United States,Fatal,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,091,Personal,2.0,0.0,1.0,0.0,VMC,Unknown,3.0,0.6666666666666666,0,Piper PA-28-140
20130613X25931,Accident,ERA13CA284,2013-06-08,"Ozark, AL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-28-140
20130610X34734,Accident,CEN13CA334,2013-06-09,"Peyton, CO",United States,Non-Fatal,Substantial,Airplane,Beech,C24R,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Beech C24R
20130610X80817,Accident,CEN13CA335,2013-06-09,"Ann Arbor, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,VMC,Unknown,4.0,0.0,0,Cessna 172S
20130610X90937,Accident,ERA13LA276,2013-06-09,"Plainville, CT",United States,Non-Fatal,Substantial,Airplane,Cessna,170,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cessna 170
20130611X55452,Accident,CEN13LA341,2013-06-09,"Farnsworth, TX",United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT-301,No,1,Reciprocating,137,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Air Tractor Inc AT-301
20130610X23739,Accident,CEN13LA332,2013-06-10,"Oklahoma City, OK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-46-310P,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Piper PA-46-310P
20130611X62914,Accident,CEN13LA342,2013-06-10,"Morrilton, AR",United States,Non-Fatal,Substantial,Airplane,Cessna,150K,No,1,Reciprocating,091,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,1.0,1.0,0,Cessna 150K
20130612X03617,Accident,CEN13CA343,2013-06-10,"Franklin, OH",United States,Non-Fatal,Substantial,Airplane,Cessna,150G,No,1,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,0.0,0,Cessna 150G
20130611X81516,Accident,WPR13CA268,2013-06-11,"Truckee, CA",United States,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR22,No,1,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,0.0,0,Cirrus Design Corp SR22
20130612X33520,Accident,ERA13LA281,2013-06-12,"Newton, MS",United States,Fatal,Substantial,Airplane,Cessna,172K,No,1,Reciprocating,091,Instructional,1.0,0.0,1.0,0.0,VMC,Unknown,2.0,0.5,0,Cessna 172K
